reranked_order,definition_id,example_sn,example_cn,example_en,example_img,pinyin_id,hanzi,frequency_rank
21291,526121,1,古籍中记载，山间常有麇鹿出没，如今已难得一见。,"Ancient texts record that musk deer often appeared in the mountains, but they are rarely seen nowadays.",,52612,麇,10108
21292,528011,1,宸章（帝王写的文章）展现了古代君王的文学才华。,The imperial writings (articles written by emperors) showcased the literary talent of ancient monarchs.,,52801,宸,10109
21293,528012,1,宸章（帝王写的文章）展现了古代君王的文学才华。,The imperial writings (articles written by emperors) showcased the literary talent of ancient monarchs.,,52801,宸,10109
21294,527712,1,他一听到消息，叵耐不住兴奋，立刻跑出去告诉朋友。,"As soon as he heard the news, he couldn't contain his excitement and immediately ran out to tell his friends.",,52771,叵,10110
21295,527711,1,他的居心叵测，让人难以信任。,"His intentions are unfathomable, making it hard to trust him.",,52771,叵,10110
21296,529011,1,冬天的时候，菘菜是北方人餐桌上的常客。,"In winter, Chinese cabbage is a common dish on the dining tables of northerners.",,52901,菘,10111
21297,532511,1,古人在田间劳作时，常用箪盛饭，方便携带。,Ancient people often used bamboo containers to carry rice when working in the fields.,,53251,箪,10112
21298,531412,1,他把多年的积蓄蠲在一处，准备用来购买新房。,"He accumulated his savings over the years in one place, ready to buy a new house.",,53141,蠲,10113
21299,531411,1,政府采取措施蠲除百姓的赋税负担。,The government took measures to relieve the tax burden on the common people.,,53141,蠲,10113
21300,531521,1,他一边看电视一边嗑瓜子儿。,He was cracking melon seeds while watching TV.,,53152,嗑,10114
21301,528511,1,他突然感到鼻子一阵发热，原来是鼻衄发作了。,"He suddenly felt a rush of heat in his nose, only to find that it was a nosebleed.",,52851,衄,10115
21302,528512,1,这场战役以失败告终，败衄的消息很快传遍全国。,"This campaign ended in failure, and news of the defeat quickly spread throughout the country.",,52851,衄,10115
21303,531011,1,听到这个好消息，他心中顿时充满怿悦之情。,"Hearing this good news, his heart was immediately filled with joy.",,53101,怿,10116
21304,533111,1,诗人骞举双臂，仰望星空，抒发豪情壮志。,"The poet raised his arms high, looking up at the starry sky, expressing his lofty aspirations.",,53311,骞,10117
21305,527811,1,碗里还剩几粒米饭糁，他舍不得浪费，全吃光了。,"There were a few grains of rice left in the bowl, and he couldn't bear to waste them, so he ate them all.",,52781,糁,10118
21306,533812,1,她的决定遭到了不少人的诟病。,Her decision was criticized by many.,,53381,诟,10119
21307,533811,1,他的行为被人诟病。,His behavior was criticized.,,53381,诟,10119
21308,529411,1,幽篁深处传来阵阵琴声，令人心旷神怡。,"The sound of a zither came from deep within the secluded bamboo grove, making one feel refreshed and relaxed.",,52941,篁,10120
21309,534111,1,这座建筑有五磴台阶。,This building has five steps.,,53411,磴,10121
21310,529711,1,女子轻挽云鬟，显得优雅动人。,"The woman lightly combed her cloud-like hair, appearing elegant and charming.",,52971,鬟,10122
21311,528312,1,古代军队用铙作为信号乐器，指挥士兵行动。,Ancient armies used the handbell as a signaling instrument to direct soldiers' movements.,,52831,铙,10124
21312,528313,1,铙老师是著名的音乐家，尤其擅长民族乐器。,"Teacher Nao is a famous musician, especially skilled in folk instruments.",,52831,铙,10124
21313,528311,1,庙会上，僧人敲击铙钹，声音清脆悦耳。,"At the temple fair, the monks struck the cymbals, producing a clear and pleasant sound.",,52831,铙,10124
21314,533011,1,清蒸鲳鱼肉质鲜嫩，是沿海地区的特色美食。,Steamed pomfret has tender flesh and is a specialty in coastal areas.,,53301,鲳,10125
21315,530611,1,奶奶用鏊子烙的葱花饼特别香脆可口。,The scallion pancakes Grandma made on the griddle were especially crispy and delicious.,,53061,鏊,10126
21316,527313,1,公司决定矬减不必要的开支以提高利润。,The company decided to cut unnecessary expenses to increase profits.,,52731,矬,10127
21317,527312,1,他一听到枪声，立刻矬下身子躲在了桌子后面。,"As soon as he heard the gunshot, he immediately crouched down and hid behind the table.",,52731,矬,10127
21318,527311,1,他因为长期劳累，身体有些矬个儿。,"Due to long-term fatigue, his body became a little shorter.",,52731,矬,10127
21319,526321,1,博物馆里陈列着一对古代武将使用的四棱铁锏。,The museum displays a pair of ancient four-edged iron maces used by military officers.,,52632,锏,10128
21320,526311,1,古代马车的车轴上装有铁锏，以减少摩擦保护车轴。,Ancient chariots had iron linings on their axles to reduce friction and protect the axle.,,52631,锏,10128
21321,532411,1,山间的榧子树结满了果实，孩子们争相采摘榧子。,"The torreya trees in the mountains are full of fruits, and children are scrambling to pick them.",,53241,榧,10129
21322,528911,1,古代称量药材时，常常精确到铢。,"In ancient times, when weighing medicinal herbs, they often measured down to the smallest unit, the zhu.",,52891,铢,10130
21323,534011,1,藏民早餐常吃用酥油茶拌和的糌粑，既营养又方便。,"Tibetans often eat tsampa mixed with butter tea for breakfast, which is nutritious and convenient.",,53401,糌,10131
21324,525911,1,清蒸鳜鱼是江南地区的一道名菜，肉质鲜嫩可口。,"Steamed mandarin fish is a famous dish in the Jiangnan region, known for its tender and delicious meat.",,52591,鳜,10132
21325,532723,1,用两根木头来戗住这堵墙。,Use two pieces of wood to prop up this wall.,,53272,戗,10133
21326,532712,1,"两人说戗了,吵了起来。",The two got into an argument after a verbal clash.,,53271,戗,10133
21327,532721,1,用两根木头来戗住这堵墙。,Use two pieces of wood to prop up this wall.,,53272,戗,10133
21328,532711,1,逆风行舟，戗风而上需要极大的毅力。,Sailing against the wind requires great perseverance.,,53271,戗,10133
21329,532722,1,用两根木头来戗住这堵墙。,Use two pieces of wood to prop up this wall.,,53272,戗,10133
21330,534212,1,名庖（有名的厨师）所做的菜肴令人垂涎欲滴。,The dishes made by a famous chef are mouth-watering.,,53421,庖,10134
21331,534211,1,庖厨中飘出阵阵香气。,A阵阵 fragrance wafted from the kitchen.,,53421,庖,10134
21332,526612,1,渔夫用钜钩钓起了一条大鱼，欣喜不已。,The fisherman hooked a big fish with his hook and was overjoyed.,,52661,钜,10135
21333,526611,1,古代的兵器常用钜铁打造，坚硬无比。,"Ancient weapons were often forged with hard iron, making them extremely tough.",,52661,钜,10135
21334,533511,1,茕茕孑立的老人站在村口，望着远方的山路出神。,"The lonely old man stood at the village entrance, staring blankly at the distant mountain road.",,53351,茕,10136
21335,533512,1,她茕居多年，心中常怀忧愁，无人倾诉。,"She has lived alone for many years, often filled with sorrow and no one to confide in.",,53351,茕,10136
21336,531211,1,乜先生是我们学校新来的语文老师，讲课非常生动。,"Mr. Nie is the new Chinese teacher at our school, and his lectures are very lively.",,53121,乜,10137
21337,528411,1,她的笑容粲然，让人感到无比温暖。,Her radiant smile made people feel incredibly warm.,,52841,粲,10138
21338,526411,1,古城的闳门高大雄伟，见证了千年的历史沧桑。,"The towering gate of the ancient city stands majestically, bearing witness to a thousand years of historical vicissitudes.",,52641,闳,10139
21339,526413,1,闳教授在历史学研究领域享有很高的声誉。,Professor Hong enjoys a high reputation in the field of historical research.,,52641,闳,10139
21340,526412,1,这位学者志向闳远，立志要完成一部百科全书。,This scholar has grand ambitions and is determined to complete an encyclopedia.,,52641,闳,10139
21341,531311,1,农民扶着耧在田里播种，汗水浸湿了他的衣衫。,"The farmer held the seed drill to sow in the field, and his clothes were soaked with sweat.",,53131,耧,10140
21342,527911,1,钯是一种珍贵的金属，常用于制造高精度仪器。,Palladium is a precious metal often used in the manufacture of high-precision instruments.,,52791,钯,10141
21343,530311,1,船已下碇。,The ship has dropped anchor.,,53031,碇,10142
21344,529611,1,久病不愈的他显得格外羸弱。,He looked extremely weak after being ill for a long time.,,52961,羸,10143
21345,529612,1,长途跋涉之后，众人皆感羸惫不堪。,"After a long journey, everyone felt extremely exhausted.",,52961,羸,10143
21346,528213,1,啖先生是我们公司的资深顾问，经验非常丰富。,Mr. Dan is a senior consultant in our company with extensive experience.,,52821,啖,10144
21347,528211,1,为了生活，他每天辛辛苦苦地啖饭养家。,"To make a living, he works hard every day to feed his family.",,52821,啖,10144
21348,528212,1,对方试图用高薪啖他跳槽，但他拒绝了。,"The other party tried to lure him with a high salary to change jobs, but he refused.",,52821,啖,10144
21349,530912,1,这对夫妇虽然年过半百，但他们的囝女都很孝顺。,"Although this couple is over fifty, their children are very filial.",,53091,囝,10145
21350,530911,1,老张家的囝今年考上了重点大学，全家人都为他骄傲。,"Old Zhang's son was admitted to a prestigious university this year, and the whole family is proud of him.",,53091,囝,10145
21351,533411,1,穰草是农村常见的农作物副产品。,Rice straw is a common agricultural by-product in rural areas.,,53341,穰,10146
21352,533611,1,阒寂的夜晚让人感到格外宁静。,The utterly silent night brings an extraordinary sense of tranquility.,,53361,阒,10147
21353,532911,1,花园里飞舞着五彩斑斓的蛱蝶，为夏日增添生机。,"Colorful butterflies fluttered in the garden, adding vitality to the summer.",,53291,蛱,10148
21354,526811,1,古代贵族常以精美的缣帛作为馈赠的礼品。,Ancient nobles often used fine silk fabrics as gifts.,,52681,缣,10149
21355,532812,1,不佞（谦称自己）虽无大才，但也愿尽绵薄之力。,"Though I am not talented (a humble reference to oneself), I would like to do my best.",,53281,佞,10150
21356,532811,1,谄佞之人往往为了私利而阿谀奉承。,Flatterers often fawn on others for personal gain.,,53281,佞,10150
21357,532112,1,因犯错被褫革职位的官员感到羞愧难当。,The official who was stripped of his position due to mistakes felt deeply ashamed.,,53211,褫,10152
21358,532111,1,官员解佩而褫绅，以示清廉。,The official removed his jade pendant and silk belt to show his integrity.,,53211,褫,10152
21359,527611,1,吾侪虽出身平凡，但志向高远。,"Although we are of humble origin, our aspirations are lofty.",,52761,侪,10153
21360,533311,1,溏心的鸡蛋口感独特，深受人们喜爱。,Eggs with runny yolks have a unique texture and are loved by many.,,53331,溏,10154
21361,532312,1,面对凶猛的野兽，村民们无不怛惧，纷纷躲回家中。,"Facing the fierce beast, the villagers were all terrified and hurriedly hid in their homes.",,53231,怛,10155
21362,532311,1,听到噩耗，她心中惨怛不已。,"Upon hearing the bad news, she felt deep sorrow in her heart.",,53231,怛,10155
21363,533211,1,他愤怒得目眦欲裂，瞪着对方一言不发。,"He was so angry that his eyes seemed to split, glaring at the other person without saying a word.",,53321,眦,10156
21364,530511,1,东溟浩瀚无垠，令人叹为观止。,"The Eastern Ocean is vast and boundless, leaving one in awe.",,53051,溟,10157
21365,534311,1,古琴曲中徵音的运用，使整首乐曲更显悠远深邃。,The use of the 'zhi' note in the guqin melody makes the entire piece sound more profound and distant.,,53431,徵,10158
21366,532211,1,你看要得啵?,Do you think it's acceptable?,,53221,啵,10161
21367,531911,1,寒冬时节，他的手指因冻瘃而红肿。,"In the cold winter, his fingers became red and swollen due to frostbite.",,53191,瘃,10162
21368,534511,1,化学实验中苄基化合物的稳定性令研究人员十分关注。,The stability of benzyl compounds in chemical experiments has drawn significant attention from researchers.,,53451,苄,10163
21369,531621,1,两国在边境圻界处设立了联合检查站，共同维护安全。,The two countries set up a joint checkpoint at the border to jointly maintain security.,,53162,圻,10164
21370,529911,1,郴州位于湖南省南部，风景秀丽。,Chenzhou is located in the southern part of Hunan Province and boasts beautiful scenery.,,52991,郴,10165
21371,532612,1,山涧中的醴泉清澈见底，饮之甘甜如蜜。,The sweet spring in the mountain stream is crystal clear and tastes as sweet as honey.,,53261,醴,10167
21372,532611,1,宴席上，主人用自酿的醴酒款待宾客，甘甜可口。,"At the banquet, the host treated the guests with homemade sweet wine, which was delicious.",,53261,醴,10167
21373,531111,1,村口的老妪正在晒太阳。,The old woman at the village entrance was basking in the sun.,,53111,妪,10168
21374,529811,1,他的观点与主流意见有所抵牾。,His viewpoint conflicted somewhat with mainstream opinion.,,52981,牾,10169
21375,526911,1,货物已经全部清点完毕，收讫无误。,The goods have been fully counted and received without error.,,52691,讫,10170
21376,526912,1,火车票上标明了起讫站点和时间。,The train ticket clearly indicates the starting and ending stations and times.,,52691,讫,10170
21377,529311,1,他颈部生了瘰疬，医生建议他尽快治疗。,"He developed scrofula on his neck, and the doctor advised him to seek treatment as soon as possible.",,52931,瘰,10171
21378,532011,1,古老的埙声悠扬婉转，仿佛在诉说着千年的故事。,"The ancient sound of the xun is melodious and graceful, as if telling a thousand-year-old story.",,53201,埙,10172
21379,528611,1,他们之间的关系过于狎昵，引起了旁人的非议。,Their overly intimate relationship attracted criticism from others.,,52861,狎,10173
21380,528711,1,她睥睨着众人，一副高高在上的样子。,She looked down at everyone with a haughty expression.,,52871,睥,10174
21381,530011,1,古代贵族妇女的头饰中，珈珞最为华贵。,"Among the head ornaments of ancient noblewomen, the jia was the most luxurious.",,53001,珈,10175
21382,528111,1,屋顶上的桷子排列整齐，支撑着整个建筑的重量。,"The square rafters on the roof are neatly arranged, supporting the weight of the entire structure.",,52811,桷,10176
21383,526212,1,他在公司里因表现出色而被擢拔为部门经理。,He was promoted to department manager in the company due to his excellent performance.,,52621,擢,10177
21384,526211,1,擢发难数的罪行让他成为了众矢之的。,His countless crimes made him the target of public condemnation.,,52621,擢,10177
21385,531711,1,骑士仔细检查了马匹的鞍辔是否牢固。,The knight carefully checked whether the horse's saddle and bridle were secure.,,53171,辔,10178
21386,527011,1,屈原投汨罗江而死，后人为了纪念他创立了端午节。,"Qu Yuan drowned himself in the Miluo River, and later generations established the Dragon Boat Festival in his memory.",,52701,汨,10180
21387,527211,1,庭院里种着一棵高大的楸树，夏日里投下大片阴凉。,A tall catalpa tree planted in the courtyard provides ample shade in the summer.,,52721,楸,10181
21388,529513,1,厝后边跑出一条大黄狗。,A big yellow dog ran out from behind the house.,,52951,厝,10182
21389,529511,1,厝火积薪的做法极其危险，随时可能引发火灾。,Storing firewood near a fire is extremely dangerous and could cause a fire at any time.,,52951,厝,10182
21390,529512,1,逝者的遗体暂厝在山间的灵堂中，等待正式安葬。,"The deceased's body was temporarily placed in the mountain hall, waiting for a formal burial.",,52951,厝,10182
21391,533911,1,蜂虿虽小，却能蜇人。,"Though small, bees and scorpions can sting.",,53391,虿,10183
21392,526511,1,春天来了，芳草萋，大地一片生机勃勃。,"Spring has come, the fragrant grass is lush, and the earth is full of vitality.",,52651,萋,10185
21393,529111,1,瑷珲条约是中国近代史上一个重要的不平等条约。,The Treaty of Aigun is an important unequal treaty in modern Chinese history.,,52911,瑷,10186
21394,533711,1,清晨的阳光透过古老的牖窗洒进书房，温暖而宁静。,"The morning sunlight streams through the ancient window into the study, warm and serene.",,53371,牖,10187
21395,526011,1,凤冠霞帔是古代新娘的传统服饰。,The phoenix crown and colorful wedding dress are traditional attire for ancient brides.,,52601,帔,10188
21396,526711,1,清晨，林间传来鸟儿清脆的啼啭。,"In the early morning, the crisp chirping of birds echoed through the forest.",,52671,啭,10189
21397,535411,1,贽见（拿着礼物求见）是一种古代礼节，用以表达对对方的尊敬。,Zhi Jian (presenting gifts to request an audience) was an ancient etiquette used to express respect for the other party.,,53541,贽,10190
21398,538611,1,古代医书中记载，瘕是一种难以治愈的腹部疾病。,Ancient medical texts recorded that '瘕' was a difficult-to-cure abdominal disease.,,53861,瘕,10191
21399,538311,1,在古代，觋是负责与神灵沟通的重要人物。,"In ancient times, male shamans were important figures responsible for communicating with the gods.",,53831,觋,10192
21400,541311,1,鄄城历史悠久，是山东省重要的文化古城之一。,Juancheng has a long history and is one of the important ancient cultural cities in Shandong Province.,,54131,鄄,10193
21401,537211,1,圊土散发着一股淡淡的泥土气息。,The soil in the toilet area emitted a faint earthy smell.,,53721,圊,10194
21402,535212,1,振翮高飞，象征着追求自由和理想的勇气。,Spreading wings and flying high symbolizes the courage to pursue freedom and ideals.,,53521,翮,10195
21403,535211,1,振翮高飞，是每一只雏鸟的梦想。,To spread its wings and soar high is the dream of every fledgling bird.,,53521,翮,10195
21404,539711,1,在财务单据上，金额必须用大写数字书写，例如“伍佰元整”。,"On financial documents, amounts must be written in capitalized Chinese numerals, such as 'Five Hundred Yuan Only.'",,53971,佰,10196
21405,535611,1,古籍中记载，鸱鸟是一种凶猛的猛禽，常被用来象征权力。,"Ancient texts record that the sparrowhawk is a fierce bird of prey, often used as a symbol of power.",,53561,鸱,10198
21406,540411,1,夜幕降临，万家灯火炜烨，照亮了整个城市的夜空。,"As night fell, the bright lights of countless homes illuminated the night sky of the entire city.",,54041,炜,10199
21407,2060415,1,秋收时节，田野里稹实的稻穗低垂着头。,"During the autumn harvest season, the mature rice ears in the fields bow their heads.",,200024,稹,10200
21408,534913,1,他素稔此地的风土人情，因此很快适应了这里的生活。,"He is well acquainted with the local customs and traditions, so he quickly adapted to life here.",,53491,稔,10201
21409,534912,1,不及三稔而衰，说明事物发展迅速变化。,Declining in less than three years shows how rapidly things can change.,,53491,稔,10201
21410,534911,1,今年风调雨顺，必定丰稔。,"With favorable weather this year, there will surely be a bumper harvest.",,53491,稔,10201
21411,542211,1,这道菜里羼入了一些特别的香料，味道更佳。,"Some special spices were mixed into this dish, making it taste better.",,54221,羼,10203
21412,540111,1,百衲衣是由许多布片拼接而成的衣服，常见于古代僧侣穿着。,"A patchwork robe is a garment made by stitching together many pieces of cloth, commonly worn by ancient monks.",,54011,衲,10204
21413,540112,1,老衲（老和尚指自己）双手合十，向众人施礼。,This old monk (referring to himself) put his palms together and bowed to everyone.,,54011,衲,10204
21414,540711,1,将军对士兵的英勇表现给予了丰厚的赏赉。,The general gave generous rewards for the soldiers' bravery.,,54071,赉,10205
21415,538411,1,河边的荻随风摇曳，形成了一道美丽的风景线。,"The reeds by the river swayed in the wind, forming a beautiful scenic line.",,53841,荻,10206
21416,534811,1,田间畛陌纵横交错，勾勒出一幅美丽的田园画卷。,The crisscrossing field paths weave a beautiful pastoral landscape painting.,,53481,畛,10207
21417,541811,1,汜河的水流平缓，两岸的农田得到了充分的灌溉。,"The Si River flows gently, providing ample irrigation for the farmlands on both banks.",,54181,汜,10209
21418,542611,1,一只鹗正在湖面上盘旋，准备捕食水中的鱼。,"An osprey is circling above the lake, ready to catch fish in the water.",,54261,鹗,10210
21419,536312,1,锛木头的声音在清晨显得格外清脆。,The sound of chopping wood was especially crisp in the early morning.,,53631,锛,10211
21420,536311,1,锛木头时一定要小心，以免伤到自己。,Be careful when chopping wood to avoid injuring yourself.,,53631,锛,10211
21421,536313,1,刀使锛了，需要重新磨一下才能继续使用。,The knife has become blunt and needs to be sharpened again before it can be used.,,53631,锛,10211
21422,535811,1,他名字中的‘焱’字，寄托了父母希望他如火焰般热情向上的期望。,The character '焱' in his name carries his parents' hope that he will be as passionate and upward as flames.,,53581,焱,10212
21423,535111,1,孩子腿上出现了紫癜，家长急忙带他去医院检查。,"The child developed purpura on his legs, and the parents hurriedly took him to the hospital for examination.",,53511,癜,10213
21424,536411,1,河滩上随处可见蚬壳，说明这里的水质很适合蚬类生存。,"Clam shells can be seen everywhere on the river beach, indicating that the water quality here is very suitable for clams to survive.",,53641,蚬,10214
21425,540521,1,焯菠菜时要注意火候，以免煮得太软。,"When blanching spinach, pay attention to the cooking time to avoid overcooking.",,54052,焯,10215
21426,540511,1,他的论点条理清晰，证据焯然，令人信服。,"His argument is well-organized, with clear and convincing evidence.",,54051,焯,10215
21427,537311,1,经过层层遴选，最终只有五人获得了这份工作机会。,"After rounds of selection, only five people were finally offered the job.",,53731,遴,10217
21428,540611,1,河水清且涟猗，映照着蓝天白云，美不胜收。,"The river water is clear and rippling, reflecting the blue sky and white clouds, creating a breathtaking view.",,54061,猗,10218
21429,540612,1,猗欤休哉，这是一段多么美好的时光啊！,"Ah, what a wonderful time this is!",,54061,猗,10218
21430,538511,1,铟是一种稀有金属，常用于制造半导体和电光源。,Indium is a rare metal often used in the manufacture of semiconductors and light sources.,,53851,铟,10219
21431,534711,1,渔夫将竹笱放入河湾处，静待鱼儿自投罗网。,"The fisherman placed the bamboo trap in the river bend, waiting quietly for fish to enter of their own accord.",,53471,笱,10220
21432,539211,1,他忙得不遑休息，连喝口水的时间都没有。,"He was so busy that he had no time to rest, not even to take a sip of water.",,53921,遑,10221
21433,538111,1,武侠小说中，侠客常用长剑搠向敌人，场面非常激烈。,"In martial arts novels, heroes often thrust their swords at enemies, creating intense scenes.",,53811,搠,10222
21434,536911,1,先妣的教诲一直深深影响着我的人生观。,The teachings of my late mother have always deeply influenced my outlook on life.,,53691,妣,10223
21435,540211,1,考古学家在古墓中发现了一件珍贵的玉瑗，其工艺精美绝伦。,"Archaeologists discovered a precious large-hole jade disc in the ancient tomb, with exquisite craftsmanship.",,54021,瑗,10224
21436,537911,1,狺狂吠的声音从远处传来，让人感到一阵不安。,"The sound of fierce barking came from afar, causing a sense of unease.",,53791,狺,10225
21437,535311,1,他最近工作不顺，脸上总是带着惝然若失的表情。,"He has been unhappy with his work recently, always wearing a disappointed expression.",,53531,惝,10226
21438,535312,1,高烧过后，他的意识仍然惝恍迷离，认不清人。,"After the high fever, his consciousness was still confused and he couldn't recognize people.",,53531,惝,10226
21439,535321,1,这个字在古文中有时读作‘惝’(tǎng)，但现代多用chǎng音。,"This character is sometimes pronounced as 'tǎng' in ancient texts, but 'chǎng' is more commonly used nowadays.",,53532,惝,10226
21440,538211,1,他性格狡狯，常常让人捉摸不透他的真实意图。,His cunning personality often makes it hard for others to figure out his true intentions.,,53821,狯,10227
21441,536721,1,瞎嘞，你怎么不早点告诉我这个消息？,"Blindly, why didn't you tell me this news earlier?",,53672,嘞,10228
21442,536711,1,时间不早嘞，咱们该收拾东西回家吃饭去嘞。,"It's getting late, we should pack up and go home for dinner.",,53671,嘞,10228
21443,541511,1,得鱼忘筌是一种形容人忘本的行为。,'Forgetting the trap after catching the fish' describes an act of ingratitude.,,54151,筌,10229
21444,543411,1,在古代，嫱妃们居住在深宫之中，生活奢华却寂寞。,"In ancient times, imperial concubines lived in the depths of the palace, leading luxurious but lonely lives.",,54341,嫱,10230
21445,536111,1,呦！你怎么突然出现在我身后，吓了我一跳！,Oh! How did you suddenly appear behind me? You scared me!,,53611,呦,10231
21446,541011,1,黄土高原上遍布着浑圆的峁，形成独特的地貌。,"The Loess Plateau is dotted with round hillocks, creating a unique landscape.",,54101,峁,10232
21447,538811,1,他站在山顶，盱目远眺，只见云海茫茫，景色壮丽。,"Standing on the mountaintop, he gazed upward into the distance, seeing only a vast sea of clouds and magnificent scenery.",,53881,盱,10234
21448,538011,1,古代的农民常用藿来喂养牲畜，这是一种常见的饲料。,"Ancient farmers often used bean leaves to feed livestock, which was a common fodder.",,53801,藿,10235
21449,537812,1,睢县位于河南省，是一个历史悠久的地方。,Suixian County is located in Henan Province and is a place with a long history.,,53781,睢,10236
21450,537813,1,睢先生是我们学校的知名教授，深受学生爱戴。,Professor Sui is a well-known teacher at our school and is deeply loved by students.,,53781,睢,10236
21451,540911,1,他因长期病痛折磨，最终不幸病殁。,"After long-term suffering from illness, he eventually passed away.",,54091,殁,10238
21452,537411,1,医生建议多喝水，以帮助溲出体内的毒素。,Doctors recommend drinking more water to help excrete toxins from the body.,,53741,溲,10239
21453,540011,1,国王薨逝的消息传遍了整个国家，举国哀悼。,"The news of the king's death spread throughout the country, and the whole nation mourned.",,54001,薨,10240
21454,542411,1,农民正在田间进行薅苗（间苗）的工作。,The farmers are carrying out the work of 'thinning seedlings' in the fields.,,54241,薅,10241
21455,542412,1,一把把他从座位上薅起来，动作十分迅速。,He was yanked up from his seat in one swift motion.,,54241,薅,10241
21456,539611,1,自西徂东，我们一路欣赏了壮丽的自然风光。,"From west to east, we enjoyed magnificent natural scenery along the way.",,53961,徂,10242
21457,539612,1,岁月其徂，转眼间一年又过去了。,"Time flies, and another year has passed in the blink of an eye.",,53961,徂,10242
21458,539613,1,六月徂暑，天气炎热得让人喘不过气来。,"In June, the heat becomes oppressive, making it hard to catch one's breath.",,53961,徂,10242
21459,534611,1,火铳是中国古代的一种火器。,The firelock was a type of firearm in ancient China.,,53461,铳,10244
21460,541611,1,梅子箐的山谷里长满了茂密的竹林，景色十分宜人。,"The valley of Meiziqing is filled with dense bamboo forests, creating a very pleasant scenery.",,54161,箐,10245
21461,543312,1,她买了一些苎麻，准备亲手织一条围巾。,She bought some ramie fiber to weave a scarf by hand.,,54331,苎,10246
21462,543311,1,苎麻的纤维非常坚韧，是制作优质布料的好材料。,The fiber of ramie is very tough and is a good material for making high-quality fabrics.,,54331,苎,10246
21463,536211,1,辏集各方资源，他们成功完成了这个大型项目。,"By gathering resources from all sides, they successfully completed this large-scale project.",,53621,辏,10247
21464,542311,1,春日花园里百花诜诜，吸引了许多蜜蜂前来采蜜。,"In the spring garden, numerous flowers bloom in abundance, attracting many bees to gather nectar.",,54231,诜,10248
21465,542011,1,莒县的古城墙保存完好，吸引了许多历史爱好者前来参观。,"The ancient city walls of Juxian County are well-preserved, attracting many history enthusiasts to visit.",,54201,莒,10249
21466,537611,1,龙车凤辇是古代帝王和后妃乘坐的豪华车辆，象征着至高无上的权力。,"The dragon carriage and phoenix sedan were luxurious vehicles used by ancient emperors and empresses, symbolizing supreme power.",,53761,辇,10250
21467,535711,1,如饮醍醐灌顶般，他的思路瞬间清晰起来。,"As if drinking醍醐灌顶, his thoughts became instantly clear.",,53571,醍,10251
21468,539511,1,这座古建筑的柁木历经百年依然坚固，展现了古代工匠的高超技艺。,"The purlin of this ancient building remains sturdy after a hundred years, showcasing the superb craftsmanship of ancient artisans.",,53951,柁,10252
21469,542511,1,葶苈是一种常见的药用植物，其种子可以治疗咳嗽。,Draba is a common medicinal plant whose seeds can be used to treat coughs.,,54251,葶,10253
21470,539111,1,战争过后，这片土地满目疮痍，令人痛心不已。,"After the war, this land was full of wounds and scars, causing deep sorrow.",,53911,痍,10254
21471,536811,1,禅师在菩提树下跏趺而坐，进入了深度的冥想状态。,The Zen master sat in the lotus position under the bodhi tree and entered a deep state of meditation.,,53681,跏,10255
21472,537512,1,酒垆是古代酒店前摆放酒坛的地方，常用来代指酒店。,"A wine vat is a place in front of ancient hotels where wine jars were placed, often used as a metaphor for the hotel itself.",,53751,垆,10256
21473,537511,1,垆土是一种质地细腻的土壤，适合用来制作陶器。,"Loess is a kind of fine-textured soil, suitable for making pottery.",,53751,垆,10256
21474,542112,1,他对知识的追求永不餍足，总是渴望学习更多。,"His pursuit of knowledge is insatiable, always eager to learn more.",,54211,餍,10257
21475,542111,1,这顿丰盛的晚餐让我餍足不已，再也吃不下任何东西了。,"This sumptuous dinner left me completely satiated, and I couldn't eat another bite.",,54211,餍,10257
21476,538712,1,在出征之前，士兵们秣马厉兵，为战斗做好了充分准备。,"Before setting out on a campaign, the soldiers fed their horses and sharpened their weapons, making full preparations for battle.",,53871,秣,10258
21477,538711,1,粮秣是军队作战时的重要物资保障，不可或缺。,Grain and fodder are essential material guarantees for an army during operations and cannot be dispensed with.,,53871,秣,10258
21478,542711,1,愆尤是指过失和罪责。,Qian You refers to faults and responsibilities.,,54271,愆,10259
21479,542712,1,由于种种原因，他愆期未至，错过了重要的会议。,"Due to various reasons, he missed the important meeting by failing to arrive on time.",,54271,愆,10259
21480,537111,1,田地的塄上长满了野草，农民们正在清理。,"The slopes of the fields were overgrown with weeds, and the farmers were clearing them.",,53711,塄,10260
21481,536611,1,老叟拄着拐杖，缓缓地走在乡间小路上。,"The old man walked slowly along the country path, leaning on his cane.",,53661,叟,10261
21482,541711,1,古代文献中记载的秭，相当于现代的一万亿。,The 'zǐ' recorded in ancient texts is equivalent to one trillion in modern terms.,,54171,秭,10262
21483,541712,1,秭归是屈原的故乡，每年端午节都会举行隆重的纪念活动。,"Zigui is the hometown of Qu Yuan, and grand commemorative events are held there every Dragon Boat Festival.",,54171,秭,10262
21484,535511,1,这壶茶泡得太久了，茶汤酽得发苦，需要加点水稀释。,"This pot of tea has been steeped for too long, the brew is so strong that it tastes bitter and needs to be diluted with water.",,53551,酽,10263
21485,541111,1,东庑是古代建筑中位于东侧的厢房。,The eastern wing is a side room located on the east side of ancient architecture.,,54111,庑,10264
21486,538911,1,牝牛在田野间悠闲地吃草，显得格外宁静。,"The cow grazed leisurely in the field, appearing particularly serene.",,53891,牝,10266
