definition_id,hanzi,pinyin,pos,definition_cn,example_1,example_2,better
723012,客观,kè guān,形容词,基于事实而不带偏见的（与“主观”相对）,他看问题比较客观，总能提出合理的建议。,记者应该客观报道新闻，不能带有个人偏见。,2
723211,空间,kōng jiān,名词,物质存在的广延性表现,我们生活在一个三维空间中。,宇宙的空间如此浩瀚，人类对它的探索永无止境。,2
723311,恐怖,kǒng bù,名词,因生命受威胁而产生的恐惧,那段时期充满了白色恐怖，人们生活在恐惧之中。,看完那部恐怖电影后，她晚上都不敢一个人睡觉。,2
723411,空闲,kòng xián,形容词,没有事情做；闲暇,等师傅空闲下来，再跟他谈心，了解他的想法。,周末空闲的时候，我喜欢去公园散步放松心情。,2
723412,空闲,kòng xián,名词,空着的时间;闲暇,他一有空闲就练习书法，以提高自己的技艺。,他利用工作的空闲时间学习了一门外语。,2
723413,空闲,kòng xián,形容词,未被使用；闲置,充分利用空闲设备，可以提高生产效率。,这台机器已经空闲很久了，应该尽快投入使用。,1
723511,控制,kòng zhì,动词,掌控和操纵,控制数字是数据分析中的重要环节。,政府采取有效措施控制住了疫情的蔓延。,2
723512,控制,kòng zhì,动词,施加影响或管理,殖民地的经济为宗主国所控制，导致资源大量流失。,这家公司完全控制着当地的市场份额。,2
723611,口味,kǒu wèi,名词,食物的味道特点,这个菜的口味很好，让人回味无穷。,这道菜的口味偏辣，可能不适合小孩子吃。,1
723612,口味,kǒu wèi,名词,个人对味道的喜好,食堂里的菜不对我的口味，所以我很少在那里吃饭。,每个人的口味不同，选择餐厅时要考虑大家的喜好。,2
724511,劳动,láo dòng,名词,创造财富的活动。,体力劳动是一项能够锻炼身体的工作形式。,脑力劳动和体力劳动都是社会进步的重要推动力。,2
724512,劳动,láo dòng,名词,体力劳动。,通过劳动锻炼，他变得更加健康和强壮。,农民们每天在田地里进行繁重的体力劳动。,2
724513,劳动,láo dòng,动词,从事体力劳动。,他劳动去了，要很晚才能回来。,周末我帮父母在花园里劳动了一整天。,2
724521,劳动,láo dong,动词,烦劳（敬语）。,劳动您跑一趟，帮我把文件送到办公室。,劳动您帮我拿一下那个包裹，真是太感谢了。,1
724611,劳驾,láo jià,动词,礼貌用语，用于请求他人帮忙或让路,劳驾，把那本书递给我，我想查阅一下其中的内容。,劳驾，请问去火车站应该坐哪路公交车？,2
724911,老实,lǎo shi,形容词,诚实可信的,忠诚老实是一种值得尊敬的品质。,他是个老实人，从来不说谎话欺骗别人。,2
724912,老实,lǎo shi,形容词,行为规矩，不惹事,这孩子很老实，从来不跟人吵架，大家都很喜欢他。,这孩子在学校里很老实，从不惹是生非。,2
725211,乐观,lè guān,形容词,对事物发展持积极态度，充满信心,乐观情绪能够帮助人们更好地面对生活中的困难。,即使在困难时期，他也保持着乐观积极的心态。,2
725811,理论,lǐ lùn,名词,系统化的知识体系,他正在气头上，我不想和他多理论，以免引发更大的冲突。,爱因斯坦的相对论是物理学中最重要的理论之一。,2
725812,理论,lǐ lùn,动词,辩论说理,他正在气头上，我不想和他多理论，以免引发更大的冲突。,他们为了这个问题理论了半天，还是没能达成一致。,1
725911,理由,lǐ yóu,名词,做事的依据,理由充足的情况下，我们更容易说服别人接受我们的观点。,他辞职的理由是想有更多时间陪伴家人。,2
726311,立刻,lì kè,副词,副词，表示动作或状态紧接着发生,请大家立刻到会议室去。,听到火警铃声，所有人立刻从大楼撤离。,2
726412,力量,lì liang,名词,能力或影响,尽一切力量完成任务。,团结就是力量，众人齐心才能克服困难。,2
726413,力量,lì liang,名词,实际效果,这种农药的力量大，能有效杀灭害虫。,这种新药的治疗力量比传统药物强很多。,2
726711,利益,lì yì,名词,好处或益处,物质利益是人们追求的目标之一。,保护环境不仅是为了当代人的利益，更是为了子孙后代。,2
726811,利用,lì yòng,动词,发挥人或物的效能,废物利用是一种环保的行为。,我们应该充分利用太阳能这种清洁能源。,2
726812,利用,lì yòng,动词,为自身利益而使用他人或物,他们之间只是互相利用，并没有真正的友谊。,他被人利用去做了违法的事情，现在非常后悔。,2
726911,连忙,lián máng,副词,迅速行动,"老大娘一上车,乘客就连忙让座。",看到老人摔倒，路人连忙上前搀扶。,2
727011,连续剧,lián xù jù,名词,分集播出的戏剧,广播连续剧深受听众喜爱。,这部历史题材的电视连续剧获得了很高的收视率。,2
727111,联合,lián hé,动词,结合；团结,"全世界无产者,联合起来!",五个国家联合成立了这个国际环保组织。,1
727112,联合,lián hé,形容词,结合在一起的;共同,联合收割机大大提高了农业生产的效率。,经过联合治疗，病人的病情有了明显好转。,2
727211,恋爱,liàn ài,名词,男女相互爱慕的感情,自由恋爱是现代社会的一种普遍现象。,他们在大学相识并恋爱三年后结婚了。,2
727212,恋爱,liàn ài,名词,男女相爱的行为表现,年轻人喜欢在闲暇时谈恋爱。,他们在大学期间相识并开始了一段美好的恋爱。,2
727311,良好,liáng hǎo,形容词,令人满意的；好的,手术经过良好，病人正在恢复中。,这家餐厅的服务态度良好，顾客都很满意。,2
727511,了不起,liǎo bu qǐ,形容词,非常出色的,他的本事真了不起，大家都对他刮目相看。,他在科研领域取得了了不起的成就，获得了国际认可。,2
727512,了不起,liǎo bu qǐ,形容词,程度严重的,没有什么了不起的困难，只要努力就能克服。,这次事故造成了了不起的损失，需要很长时间才能恢复。,2
727611,临时,lín shí,副词,在事情发生时,临时抱佛脚虽然有用，但平时的努力更重要。,他平时不复习，总是临时抱佛脚，考试前才熬夜看书。,2
727612,临时,lín shí,形容词,短期的；暂时的,公司雇佣了一些临时工来应对旺季的工作量。,公司正在装修，员工们被安排在一个临时的办公室工作。,2
727911,零钱,líng qián,名词,小额货币，如角、分,"我不抽烟,也不喝酒,一个月花不了多少零钱。",他掏出一把零钱，数了数刚好够买一瓶矿泉水。,2
727912,零钱,líng qián,名词,零用钱,"我不抽烟,也不喝酒,一个月花不了多少零钱。",妈妈每周都会给我一些零钱，让我在学校买零食。,2
728011,零食,líng shí,名词,正餐之外的小吃,不吃零食是好习惯，这有助于保持健康的生活方式。,小孩子总喜欢吃各种零食，但家长要注意控制数量。,2
728111,灵活,líng huó,形容词,动作敏捷；不呆板,他的手脚灵活，能够轻松完成各种高难度动作。,这只小猫动作非常灵活，能轻松跳到很高的地方。,2
728112,灵活,líng huó,形容词,善于随机应变,这种工具的设计体现了极大的灵活性，适合多种场合使用。,面对突发情况，他表现得十分灵活，迅速找到了解决办法。,2
728211,领导,lǐng dǎo,动词,带领引导,集体领导的方式可以有效避免个人决策的失误。,这位经理善于领导团队，大家都很愿意跟随他的指挥。,2
728212,领导,lǐng dǎo,名词,领导者,领导和群众相结合，才能更好地推动社会进步。,公司的领导们正在开会讨论明年的发展计划。,2
728311,领域,lǐng yù,名词,国家主权范围,思想领域的创新往往能带来深远的社会影响。,这片海域是我国的领海领域，外国船只未经许可不得进入。,2
728312,领域,lǐng yù,名词,学术或活动范围,思想领域的研究需要长期的积累和深刻的洞察力。,他在人工智能领域有着深厚的研究经验，发表过许多论文。,2
728411,流传,liú chuán,动词,传播或传承,"大禹治水的故事,一直流传到今天，成为中华民族精神的重要象征。",这个古老的传说在民间流传了上千年，至今仍被人们津津乐道。,2
728511,浏览,liú lǎn,动词,快速粗略地阅读或查看,我们利用假期时间浏览市容，感受这座城市的独特魅力。,我每天早上都会快速浏览新闻标题，了解最新的时事动态。,2
729011,陆续,lù xù,副词,接连不断地，一个接一个,来宾陆续地到了，现场气氛逐渐热闹起来。,会议结束后，参会人员陆续离开了会场。,2
729111,录取,lù qǔ,动词,录用（合格者）,学校在招生过程中采取择优录取的原则，确保公平公正。,经过严格筛选，学校最终录取了三百名新生。,2
729211,录音,lù yīn,名词,录音内容,老师让我们放录音，仔细听其中的内容并回答问题。,这段录音清晰地记录了当时会议的全部内容。,2
729212,录音,lù yīn,动词,录制声音,他买了一台新的录音机，用来记录会议内容。,记者用专业设备录音了现场的所有声音。,2
729311,轮流,lún liú,动词,按照顺序依次进行，循环往复,班级里每天都会安排同学轮流值日，保持教室整洁。,我们小组决定轮流值班，每人负责一天。,2
729411,论文,lùn wén,名词,研究性文章,这篇学术论文详细分析了当前的研究热点问题。,他的毕业论文研究了人工智能在医疗领域的应用。,2
729511,逻辑,luó ji,名词,思维规律,这几句话不合逻辑，让人难以理解其真实含义。,数学老师特别强调解题时要遵循严密的逻辑。,2
729512,逻辑,luó ji,名词,客观规律,生活的逻辑告诉我们，只有努力才能获得成功。,事物的发展有其内在逻辑，不以人的意志为转移。,2
729611,落后,luò hòu,动词,行进中位置靠后,"我们的船先过了桥洞,他们的船稍微落后一点，但最终也顺利通过了。",马拉松比赛中，他因体力不支逐渐落后于其他选手。,2
729612,落后,luò hòu,形容词,进度迟缓未达预期,落后的生产工具限制了农业的发展，必须进行技术革新。,由于设备故障，整个项目进度比原计划落后了两周。,2
729613,落后,luò hòu,形容词,发展水平较低,由于落后的生产工具，农民的耕作效率一直不高。,这个地区的教育水平明显落后于全国平均水平。,2
729911,馒头,mán tou,名词,一种用发酵面粉蒸制的圆形面食，通常无馅。,早餐时，我吃了一个肉馒头。,北方人早餐喜欢吃刚蒸好的热腾腾的馒头。,2
729912,馒头,mán tou,名词,方言中指有馅的包子。,这家店的肉馒头非常受欢迎。,这家店的肉馒头馅料十足，深受顾客喜爱。,2
730411,冒险,mào xiǎn,动词,不顾危险地行动,他是一位喜欢挑战极限的冒险家。,他决定冒险攀登那座从未有人征服过的山峰。,2
730511,贸易,mào yì,名词,商品买卖行为,随着对外贸易的发展，国家经济得到了显著提升。,两国之间的贸易往来促进了经济的共同发展。,2
730911,魅力,mèi lì,名词,能够强烈吸引人的特质,这位演员的表演风格富有魅力，吸引了大批观众。,她的演讲充满魅力，吸引了所有听众的注意力。,2
731011,迷路,mí lù,动词,迷失方向或道路。,在山林中容易迷路，因此一定要带上指南针。,我们在森林里迷路了，幸好遇到了一位向导。,2
731213,密切,mì qiè,动词,对问题等给予高度重视和周到照顾,我们必须密切注意市场动态，以便及时调整策略。,政府密切关注着疫情的发展，随时准备采取措施。,2
731411,秘密,mì mì,形容词,不公开的、隐蔽的状态,这些秘密文件被严格保管，防止泄露。,这个秘密计划只有少数几个人知道详情。,2
731412,秘密,mì mì,名词,不为人知的事情或信息,他发誓要保守秘密，绝不向任何人透露。,她终于向我透露了她保守多年的秘密。,2
731511,秘书,mì shū,名词,负责文件管理并协助领导处理日常事务的职员,他是这个组织的秘书长。,作为总经理的秘书，她需要处理大量的文件。,2
731512,秘书,mì shū,名词,秘书的职位或工作,秘书处负责处理日常事务。,公司新招聘的秘书工作非常认真负责。,2
731711,面积,miàn jī,名词,平面或物体表面的大小,这个国家的土地面积非常广阔。,这个房间的面积有二十平方米，足够两个人住。,2
731811,面临,miàn lín,动词,面对（问题、形势等）,我们面临着极其艰巨而又十分光荣的任务。,公司目前面临的最大问题是资金短缺。,2
731911,描写,miáo xiě,动词,用文字表现形象,他的文章以描写风景见长。,小说中生动地描写了乡村生活的宁静与美好。,2
732211,民主,mín zhǔ,名词,人民参与国事的权利,这位领导人的作风民主，深受群众爱戴。,民主制度保障了人民参与国家事务的权利。,2
732212,民主,mín zhǔ,形容词,符合民主原则的,我们需要发扬作风民主的精神。,这个决定是通过民主投票的方式做出的。,2
732311,明确,míng què,形容词,清晰而确定。,这次行动的目的明确，大家都充满信心。,老师明确地指出了我们作业中存在的问题。,2
732312,明确,míng què,动词,使清晰确定。,这次会议明确了我们的方针任务。,我们需要明确下一步的工作计划和目标。,2
732411,明显,míng xiǎn,形容词,清楚易见。,这份文件的字迹明显，很容易辨认。,经过多次实验，结果已经非常明显了。,2
732611,明星,míng xīng,名词,古代指金星。,她是一位备受欢迎的电影明星。,古代的天文学家常常观察明星的位置变化。,2
732612,明星,míng xīng,名词,著名的演员或运动员等。,许多人都梦想成为电影明星。,这位电影明星深受观众喜爱，粉丝遍布全球。,2
732712,名牌,míng pái,名词,标有名称的牌子,席位摆放着代表们的名牌。,商场里挂满了各种名牌商品的广告。,2
732911,名胜,míng shèng,名词,以古迹或风景闻名的地点,假期里，我们计划游览名胜古迹。,杭州西湖是中国著名的风景名胜之一。,2
733011,命令,mìng lìng,动词,上级对下级发出指示,连长命令一排担任警戒。,将军命令士兵们立即出发前往前线。,2
733012,命令,mìng lìng,名词,上级下达的指示,司令部昨天先后来了两道命令。,上级下达的命令必须严格执行，不得延误。,2
733111,命运,mìng yùn,名词,指生死、贫富等人生境遇（迷信者认为是注定的）,他经历了悲惨的命运，但依然坚强地活着。,他始终相信命运掌握在自己手中，从不怨天尤人。,2
733112,命运,mìng yùn,名词,比喻事物发展变化的趋势,关心国家的前途和命运。,他始终相信命运掌握在自己手中，从不向困难低头。,2
733411,模仿,mó fǎng,动词,按照某种样子学着做,他喜欢用口哨模仿布谷鸟叫。,孩子们喜欢模仿大人的言行举止，学习成长。,2
733511,模糊,mó hu,形容词,不清晰、不分明,这张纸上的字迹模糊，很难辨认清楚。,由于光线太暗，照片上的面孔显得非常模糊。,2
733512,模糊,mó hu,动词,使界限或区别变得不清晰,不要模糊了是非界限，要始终保持清醒的头脑。,不要模糊是非界限，必须坚持正确的价值观。,2
733611,陌生,mò shēng,形容词,不熟悉的；生疏的,他是一个陌生人，我们之前从未见过。,初到这座城市，周围的一切都让我感到陌生。,2
733811,目标,mù biāo,名词,攻击或寻找的对象,我们必须看清目标，才能更好地制定计划。,狙击手瞄准了远处的目标，准备扣动扳机。,2
733812,目标,mù biāo,名词,希望实现的境地,为了实现奋斗目标，我们需要付出更多的努力。,我的目标是成为一名优秀的医生，救死扶伤。,2
733911,目录,mù lù,名词,系统排列的名目清单,图书馆里的图书目录非常详细，方便查找。,图书馆的目录系统非常完善，找书很方便。,2
734011,目前,mù qián,名词,当前时刻,目前形势对我们很有利，应该抓住机会。,目前我们还没有收到任何关于会议改期的通知。,2
734111,木头,mù tou,名词,木材的统称,他手里拿着一块木头，正在仔细地雕刻。,他用木头雕刻了一只栩栩如生的小鸟。,2
734211,哪怕,nǎ pà,连词,让步连词,哪怕他是三头六臂，一个人也顶不了事。,哪怕遇到再大的困难，我们也要坚持到底。,2
734311,难怪,nán guài,副词,表示理解,难怪他今天这么高兴，原来新机器试验成功了。,难怪他今天这么高兴，原来考试得了满分。,2
734312,难怪,nán guài,动词,不应责备,这也难怪，一个七十多岁的人，怎能看得清这么小的字呢！,这件事不能全怪他，难怪他会觉得委屈。,2
734411,难看,nán kàn,形容词,外貌丑陋,这匹马毛都快掉光了，实在难看。,这件衣服的颜色搭配很怪异，穿起来很难看。,2
734412,难看,nán kàn,形容词,不体面,小伙子干活要是比不上老年人，那就太难看了。,在公共场合大声喧哗是一件很难看的事情。,2
734413,难看,nán kàn,形容词,表情阴沉,他的脸色很难看，像是在生气。,他脸色难看地走进办公室，似乎遇到了什么麻烦。,2
734512,脑袋,nǎo dai,名词,指记忆力或思维能力。,你的脑袋真好使，几十年前的事还能记得。,他脑袋很灵活，总是能想出解决问题的好办法。,2
734811,能干,néng gàn,形容词,形容人有才能，善于处理事务。,她精明能干，算得个女中豪杰。,这位年轻的经理非常能干，总能高效地完成各项任务。,2
735011,年代,nián dài,名词,时代，时期（多指过去较远的）。,这座古庙的年代久远，具有很高的历史价值。,这座古城的历史可以追溯到几百年前的明朝年代。,2
735111,年纪,nián jì,名词,人的年龄。,他年纪轻，但已经展现出了非凡的才华。,虽然年纪大了，但爷爷每天仍然坚持晨练保持健康。,2
735311,宁可,nìng kě,副词,经过比较后选择更合适的选项,与其在这儿等车，宁可走着去。,我宁可多花点时间把工作做好，也不愿意草草了事。,2
735911,偶然,ǒu rán,形容词,非必然发生的,由于偶然事故，他不得不推迟了旅行计划。,我在旧书店偶然发现了一本绝版多年的珍贵书籍。,2
735912,偶然,ǒu rán,副词,偶尔,闹市里偶然也能听到几声鸟鸣。,他平时很忙，只是偶然才会参加同学聚会。,2
736111,排队,pái duì,动词,按顺序站队,大家自觉排队上车，秩序井然。,在高峰时段，地铁站里排队等候的乘客总是很多。,2
736411,盼望,pàn wàng,动词,热切期待,他盼望早日与亲人团聚。,海外游子日夜盼望着能够早日回到祖国怀抱。,2
736511,赔偿,péi cháng,动词,对造成的损失进行补偿,损坏的物品需要照价赔偿。,保险公司将全额赔偿这次交通事故造成的车辆损失。,2
736611,培养,péi yǎng,动词,提供适宜条件促进生物繁殖,实验室的技术人员正在培养细菌，用于医学研究。,实验室里正在培养一种新型的抗癌细菌样本。,2
736612,培养,péi yǎng,动词,长期教育训练以达成特定目标,学校注重培养人才，为社会输送优秀毕业生。,大学的主要任务是培养德才兼备的社会主义建设者。,2
736711,配合,pèi he,形容词,搭配协调合适,绿油油的枝叶衬托着红艳艳的花朵，那么配合，那么美丽。,这套家具的颜色和款式与房间的整体风格配合得很好。,2
736721,配合,pèi hé,动词,分工合作完成任务,他两人的双打配合得很好。,在这次项目中，各部门需要密切配合才能按时完成任务。,2
736811,佩服,pèi fú,动词,感到敬佩。,这姑娘真能干，我不禁暗暗地佩服她。,我非常佩服他在逆境中依然保持乐观的态度。,2
737011,碰见,pèng jiàn,动词,事先没有约定而见到,昨天我在街上碰见他。,昨天我在超市碰见了多年未见的老同学。,2
737311,批准,pī zhǔn,动词,同意；许可,批准他休假一个月。,经理批准了我的休假申请，下周我可以休息五天。,2
737411,疲劳,pí láo,形容词,体力或脑力消耗过多需要休息,长时间处于噪音环境中容易导致听觉疲劳。,连续加班一周后，我感到非常疲劳需要好好休息。,2
737412,疲劳,pí láo,形容词,机能因过度使用而减弱,听觉疲劳会影响人们对声音的敏感度。,运动员在高强度训练后会出现肌肉疲劳的现象。,2
737413,疲劳,pí láo,形容词,因持续压力失去正常反应能力,弹簧经过多次拉伸后可能出现弹性疲劳。,这种材料在长期受力后会产生疲劳断裂。,2
737711,片面,piàn miàn,形容词,单方面的。,他的说法只是片面之词，不能完全相信。,他的观点过于片面，没有考虑问题的其他方面。,2
737712,片面,piàn miàn,形容词,偏于一面的（与“全面”相对）。,我们在分析问题时要避免片面性，力求全面。,我们不能只从片面的角度来判断一个人的好坏。,2
738011,品种,pǐn zhǒng,名词,人工培育的生物分类,为了满足市场需求，公司决定增加花色品种。,这家农场培育的水稻品种产量高且抗病性强。,2
738012,品种,pǐn zhǒng,名词,商品的不同类型,商店通过增加花色品种吸引了更多顾客。,我们超市新进了多种品种的进口水果供顾客选择。,2
738311,平常,píng cháng,形容词,普通，没有特别之处。,话虽平常，意义却很深刻。,他虽然是个名人，但穿着打扮却十分平常。,2
738312,平常,píng cháng,名词,一般时候，日常时间。,"他虽然身体不好,但平常很少请假。",平常我都是坐地铁上班，今天因为下雨改乘出租车。,2
738411,平等,píng děng,名词,在社会、政治、经济等方面享有相同权利和地位。,国与国之间的贸易往来应该建立在平等互利的基础上。,在法律面前，每个人都应该享有平等的权利。,2
738412,平等,píng děng,形容词,地位或权利相同。,双方合作必须坚持平等互利的原则。,在这个团队里，所有成员的地位都是平等的。,2
738611,平衡,píng héng,名词,各方面在数量或质量上相等或相抵。,企业要实现产销平衡，才能稳步发展。,瑜伽练习可以帮助我们保持身体和心理的平衡。,2
738711,平静,píng jìng,形容词,（心情或环境）安宁，没有波动。,激动的心情久久不能平静，仿佛还沉浸在刚才的喜悦中。,暴风雨过后，湖面终于恢复了平静。,2
738811,平均,píng jūn,动词,将总数均匀分配到各份进行计算。,"二十筐梨重一千八百斤,平均每筐重九十斤。",全班数学考试的平均分是85分。,2
738812,平均,píng jūn,形容词,数量或程度相同，没有差别。,只有平均发展各项技能，才能全面提升个人竞争力。,老师对待所有学生都很平均，没有偏爱任何人。,2
738911,评价,píng jià,动词,评定价值,评价文学作品需要结合时代背景和作者的思想深度。,专家们正在评价这幅古画的真伪和历史价值。,2
738912,评价,píng jià,名词,评估结果,观众给予这部电影很高的评价。,这部电影在观众中获得了很高的评价。,2
739011,破产,pò chǎn,动词,债务人无力偿还债务时，法院依法处理其财产以偿还债权人,一场大火使村上的许多农家破了产。,由于经营不善，这家公司最终宣布破产。,2
739012,破产,pò chǎn,动词,失去全部财产,一场大火使村上的许多农家破了产。,股市崩盘导致许多投资者一夜破产。,2
739013,破产,pò chǎn,动词,比喻计划或行动失败（多含贬义）,由于资金不足，他们的创业计划破产了。,他的阴谋最终破产了，没有得逞。,2
739111,破坏,pò huài,动词,损坏建筑物等,敌人试图破坏桥梁以阻止我军前进。,地震破坏了许多历史悠久的建筑物。,2
739112,破坏,pò huài,动词,损害事物,任何破坏生产的行为都是不可接受的。,过度捕捞会严重破坏海洋生态系统。,2
739113,破坏,pò huài,动词,彻底改变（社会制度、风俗习惯等）,单方面撕毁合同是对双方协定的严重破坏。,革命者试图破坏旧的封建制度。,2
739114,破坏,pò huài,动词,违反（规章、条约等）,单方面撕毁合同是对双方协定的严重破坏。,故意破坏公共设施是违法行为。,1
739115,破坏,pò huài,动词,损坏（物体的组织或结构）,维生素C因受热而破坏，因此不宜过度烹饪富含维C的食物。,这台机器的内部结构已经被严重破坏了。,2
739211,迫切,pò qiè,形容词,形容需求或情况非常紧急。,工人们迫切要求提高技术水平，以适应现代化生产的需要。,灾民们迫切地需要食物和干净的饮用水。,2
739311,朴素,pǔ sù,形容词,颜色样式简单不华丽,她穿得朴素大方，给人一种清新自然的感觉。,她总是穿着朴素但很得体的衣服。,1
739312,朴素,pǔ sù,形容词,生活节俭不奢侈,艰苦朴素的生活作风是我们应当继承和发扬的优良传统。,尽管收入增加了，他仍然保持着朴素的生活习惯。,2
739313,朴素,pǔ sù,形容词,真实不虚假,她身上散发着一种朴素的感情，让人感到十分亲切。,这位科学家的语言很朴素，但观点非常深刻。,1
739314,朴素,pǔ sù,形容词,处于初级阶段的,古代朴素的唯物主义哲学对后世产生了深远的影响。,在古代，人们对世界的认识还处于朴素的阶段。,1
739411,期待,qī dài,动词,怀着希望等待,我们都在期待着你早日学成归来，为家乡的发展贡献力量。,我们都在期待下个月的假期能够去旅行。,1
739511,期间,qī jiān,名词,某段时间内,农忙期间，村民们每天都要在田间劳作十几个小时。,在暑假期间，我计划去云南旅行，体验那里的自然风光。,1
739611,其余,qí yú,名词,剩下的部分,除了有两人请假，其余的人都到了，会议可以准时开始。,这些苹果中，有几个是坏的，其余的都很新鲜。,1
739711,奇迹,qí jì,名词,超乎寻常的非凡成就,只要努力拼搏，就一定能够创造奇迹，实现自己的梦想。,医生们创造了一个医学奇迹，成功治愈了这种罕见疾病。,1
739811,启发,qǐ fā,动词,通过事例引发联想和领悟,这场启发性报告让在场的每个人都受益匪浅。,老师的讲解给了我很大启发，让我对这个问题有了新的理解。,2
739911,企图,qǐ tú,动词,试图或计划做某事，通常带有负面含义,敌军逃跑的企图没有得逞，最终被我军全歼。,警方发现这伙人企图盗窃银行，立即采取了行动。,2
740111,气氛,qì fēn,名词,环境给人的整体感觉,会场上充满了团结友好的气氛，大家都沉浸在欢乐之中。,会议的气氛非常紧张，大家都在等待最终的决定。,1
740511,谦虚,qiān xū,形容词,不自满，愿意接受批评,谦虚谨慎是一种优秀的品质，值得每个人学习。,他虽然取得了很大成就，但依然保持着谦虚的态度。,2
740512,谦虚,qiān xū,动词,表达谦虚的言辞,他谦虚了一番，终于答应了我的请求，让我感激不已。,面对大家的赞扬，他只是谦虚地说自己还需要继续努力。,2
740611,前途,qián tú,名词,原指前面的路程。,年轻人应该充满信心地迎接未来，因为前方是光明的前途。,这个年轻人很有才华，前途不可限量。,2
741011,强调,qiáng diào,动词,着重指出,我们强调自力更生，但也需要学会合理利用外部资源。,老师特别强调了这个语法点的重要性，提醒我们注意。,2
741111,强烈,qiáng liè,形容词,非常强大的,强烈的求知欲驱使着他不断探索未知领域。,地震发生时，我们感受到了强烈的震动，房屋都在摇晃。,2
741112,强烈,qiáng liè,形容词,非常明显的,这两幅画放在一起形成了强烈的对比，令人印象深刻。,这幅画的色彩对比非常强烈，给人留下了深刻印象。,1
741113,强烈,qiáng liè,形容词,强硬而激烈的,对于这种不公平的现象，我们必须强烈反对并采取行动。,双方在谈判中表达了强烈的反对意见，会议一度陷入僵局。,1
741511,巧妙,qiǎo miào,形容词,方法或技术高超，超出寻常。,这篇小说构思巧妙，情节跌宕起伏，令人拍案叫绝。,他巧妙地解决了这个难题，赢得了大家的赞赏。,1
741711,亲爱,qīn ài,形容词,关系亲密，感情深厚,亲爱的祖国，您是我们心中永远的骄傲和依靠。,亲爱的朋友们，感谢你们一直以来的支持和陪伴。,1
741811,亲切,qīn qiè,形容词,关系亲近，感情深厚,他想起延安，像想起家乡一样亲切，眼中不禁泛起泪光。,回到家乡，听到熟悉的乡音，我感到格外亲切。,1
741812,亲切,qīn qiè,形容词,态度热情而关怀,我永远记得老师的亲切教导。,老师亲切地询问我们的学习情况，并给出了宝贵的建议。,2
741911,亲自,qīn zì,副词,自己直接（做某事）,你亲自去一趟，和他当面谈谈，这样才能解决问题。,总经理亲自检查了项目的每一个细节，确保万无一失。,2
742011,侵略,qīn lüè,动词,一国侵犯他国领土主权并奴役其人民,侵略战争给人民带来了深重的灾难。,历史上许多战争都是由侵略他国领土引发的。,1
742211,勤劳,qín láo,形容词,"努力劳动,不怕辛苦",勤劳勇敢的人民创造了辉煌的历史。,中国农民以勤劳著称，一年四季都在田间辛勤劳作。,1
742411,青春,qīng chūn,名词,青年时期,我们应该把青春献给祖国，为国家的发展贡献力量。,青春是人生中最美好的时光，充满了梦想和活力。,1
742412,青春,qīng chūn,名词,指青年人的年龄(多见于早期白话,青春几何？岁月如歌，转瞬即逝。,这位姑娘青春十八，正是如花似玉的年纪。,2
742511,轻视,qīng shì,动词,不重视或小看,轻视劳动的人是不会得到社会尊重的。,我们不能轻视任何一个小问题，它可能引发大麻烦。,1
742611,清淡,qīng dàn,形容词,（颜色、气味）淡雅不浓,一杯清淡的龙井茶让人心旷神怡。,这幅水墨画用色清淡，却意境深远。,2
742612,清淡,qīng dàn,形容词,（食物）油脂少,我这两天感冒了，想吃点清淡的菜。,医生建议术后饮食要清淡，避免油腻食物。,2
742613,清淡,qīng dàn,形容词,清新简约,清淡的艺术风格往往更能打动人心。,她的着装风格总是那么清淡优雅，给人舒适的感觉。,2
742614,清淡,qīng dàn,形容词,生意冷清,农忙时进城的人不多，生意比较清淡。,春节期间，这家商店的生意比较清淡。,1
742711,情景,qíng jǐng,名词,具体的场景,比起广州来，北京的冬天另是一番情景。,看到孩子们快乐玩耍的情景，老人露出了欣慰的笑容。,2
742811,情绪,qíng xù,名词,人从事某种活动时产生的兴奋心理状态,生产情绪高涨，工人们干劲十足。,运动员们在比赛前需要调整好情绪，保持最佳状态。,1
742812,情绪,qíng xù,名词,不愉快的心情,最近他总是闹情绪，大家都不知道该怎么办。,因为工作压力太大，他最近情绪很低落。,2
742911,请求,qǐng qiú,动词,提出要求希望被满足,在困难时期，他们请求援助以渡过难关。,他向公司请求延长项目期限，以获得更好的成果。,1
742912,请求,qǐng qiú,名词,提出的具体要求,领导上接受了他的请求，并立即采取了行动。,董事会批准了经理关于增加预算的请求。,1
743011,庆祝,qìng zhù,动词,为喜事举行活动表示高兴或纪念,全国人民都在热烈庆祝国庆。,全校师生共同庆祝建校一百周年的盛大节日。,1
743211,趋势,qū shì,名词,事物发展的方向,历史发展的必然趋势是不可逆转的。,专家分析了当前经济发展的趋势，预测明年会持续增长。,1
743411,取消,qǔ xiāo,动词,废除或终止原有的制度、权利等,由于违规行为，他被取消了参赛资格。,由于天气原因，主办方不得不取消原定的户外音乐会。,2
743711,全面,quán miàn,形容词,涵盖所有方面（与“片面”相对）,全面性地考虑问题有助于找到最佳解决方案。,我们需要对这个问题进行全面分析，才能找到最佳解决方案。,2
743811,权力,quán lì,名词,政治上的强制力量,国家权力是维护社会秩序的重要保障。,国家权力必须受到法律的制约和监督。,2
