rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
14642,2,搁浅,gē qiǎn,,,动,比喻做事受阻，不能进行,由于资金不足，建厂的事搁浅了。,Be deadlocked; be held up (figuratively)
14643,1,电子计算机,diàn zǐ jì suàn jī,,,,用现代电子技术实现数学运算和信息处理的设备。按工作原理不同，分数字计算机、模拟计算机和混合计算机三种。通常指数字计算机。广泛应用在数值计算、信息数据采集和处理以及自动控制等方面。简称计算机。通称电脑,使用电子计算机｜电子计算机功能强,Electronic computer
14644,1,包工,bāo gōng,,,动,承揽某项生产或建设任务，负责按照规定的要求如期完成,工程由施工单位包工｜包工包料,Contract for a job; undertake work
14645,1,巧克力,qiǎo kè lì,,,名,英语 chocolate 音译。用可可粉加白糖、香料等制成的甜食。,爱吃巧克力｜巧克力很甜,Chocolate
14646,1,结交,jié jiāo,,,动,与人认识交往,结交学者名流,Make friends with; associate with
14647,1,金石,jīn shí,,,名,金属和玉石（多用于比喻）,锲而不舍，金石可镂｜金石之志｜金石之言,Metal and stone (often metaphorical)
14647,2,金石,jīn shí,,,名,指钟、磬之类的乐器,金石丝竹｜金石之声,Bells and chimes (musical instruments)
14647,3,金石,jīn shí,,,名,古代铜器（钟、鼎、兵器、用具等）和石碑的合称。上面常刻有文字，因此称研究这些文字资料的学问为金石学,研究金石｜金石铭文,Bronzes and stone tablets (ancient artifacts)
14648,1,理直气壮,lǐ zhí qì zhuàng,,,,道理正确充分，因而说话有气势,他理直气壮地说｜理直气壮地反驳,"With justice on one's side, one is bold and assured"
14649,1,个股,gè gǔ,,,名,指股市上某一公司的股票,抽样分析个股走势。,Individual stock
14650,1,礼节,lǐ jié,,,名,表示尊敬、祝福、欢迎、哀悼等的各种惯用形式，如鞠躬、握手等,注重礼节｜礼节周到,Etiquette; courtesy
14652,1,爽快,shuǎng kuai,,,形,说话痛快；办事利索,答应不答应，爽快点儿!｜他办事爽快，从不拖拉。,Forthright; straightforward
14652,2,爽快,shuǎng kuai,,,形,舒服畅快,心里爽快｜凉风吹来，爽快极了。,Refreshed; comfortable
14653,1,缔约国,dì yuē guó,,,名,缔结条约的国家,缔约国会议｜缔约国签署协议,Signatory state; contracting state
14654,1,地方性法规,dì fāng xìng fǎ guī,,,,有立法权的地方国家权力机关依法制定和发布的规范性文件，在其辖区内有法律效力，法律地位低于国家的宪法、法律和行政法规。通常用条例、规则、实施细则等称说,地方性法规需符合国家法律｜地方性法规由省级人大制定,Local regulations
14655,1,轴心,zhóu xīn,,,名,泛指事物的核心、中心,轴心国,Axis; core; center
14655,2,轴心,zhóu xīn,,,名,轮轴的中心,车轮的轴心,Axle center
14656,1,用房,yòng fáng,,,名,使用的房子,办公用房｜居民用房,Building for use; functional room
14656,2,用房,yòng fáng,,,动,使用房子,他要结婚，急着用房。,Use a house
14657,1,佼佼,jiǎo jiǎo,,,形,超出一般的,佼佼者,Outstanding; superior
14658,1,从军,cóng jūn,,,动,参军；当兵,他十八岁就从军了｜从军是他从小的梦想,Join the army
14659,1,遇险,yù xiǎn,,,动,遇到险情,遇险不惊,Encounter danger
14660,1,追查,zhuī chá,,,动,事后根据线索进行调查,追查谣言｜追查肇事者,Investigate; trace
14661,1,五花八门,wǔ huā bā mén,,,,原指古代的五花阵和八门阵，是战术变化很多的阵势。后比喻花样繁多或变化多端,商场里的商品五花八门｜节目内容五花八门,Multifarious; of a wide variety
14662,1,书桌,shū zhuō,,,名,读书写字用的桌子,书桌上放着台灯｜孩子在书桌前写字,Desk
14664,1,氨基,ān jī,,,名,氨分子失去一个氢原子而成的一价原子团。化合物分子中引入氨基后，会增强其碱性,氨基是重要的官能团｜这个分子含有氨基,Amino group
14665,1,突围,tū wéi,,,动,突破包围,游击队顺利突围,Break out of an encirclement
14666,1,红包,hóng bāo,,,名,包着钱的红纸包儿，用于喜庆时馈赠礼金或给小孩儿压岁钱。现也借指奖金、额外酬金以及贿赂他人的钱。,过年给孩子发红包｜他收到了微信红包,"Red envelope (containing money as a gift, bonus, or bribe)"
14668,1,徒弟,tú di,,,名,跟从师傅学艺的人；泛指跟内行学习的人,请专家带徒弟,Apprentice; disciple
14669,1,赫赫,hè hè,,,形,显耀盛大的样子,名声赫赫,Illustrious; mighty
14671,1,吞噬,tūn shì,,,动,吞吃掉；比喻夺去生命,白细胞能吞噬细菌｜那场战乱吞噬了多少无辜的生命。,Swallow; devour
14671,2,吞噬,tūn shì,,,动,比喻湮没；消融,无边的寂寞吞噬着她。,Engulf; annihilate
14671,3,吞噬,tūn shì,,,动,【吞没】侵吞；私占,大火吞噬了整座森林｜贪污吞噬了公款,Embezzle; misappropriate
14672,1,名品,míng pǐn,,,名,名贵的产品或品种,名品荟萃｜西湖龙井是茶中名品。,Famous product; famous variety
14673,1,洗钱,xǐ qián,,,动,指通过某种金融手段把非法得来的钱合法化，即把“黑钱”变成所谓“干净的钱”,他们通过地下钱庄洗钱｜洗钱是违法行为,Money laundering
14674,1,比索,bǐ suǒ,,,名,菲律宾和墨西哥、古巴等拉丁美洲国家的本位货币,在菲律宾使用比索｜比索对美元贬值了,Peso (currency)
14674,2,比索,bǐ suǒ,,,量,菲律宾和墨西哥、古巴等拉丁美洲国家的本位货币单位。1菲律宾比索等于100分,这件商品价值一百比索｜兑换了五千比索,Peso (unit of currency)
14675,1,评级,píng jí,,,动,评定级别,银行对客户进行评级｜信用评级很重要,Rate; grade
14676,1,潮水,cháo shuǐ,,,名,海洋及沿海江河中受潮汐影响而周期性涨落的水,潮水撞击着海边的岩石｜人们像潮水一样涌了过来。,Tidewater
14677,1,恼怒,nǎo nù,,,动,生气；发怒,这种不公平的对待，使我恼怒。,Be angry; be irritated
14677,2,恼怒,nǎo nù,,,动,使发怒,他的做法恼怒了群众。,Make angry; irritate
14678,1,橡皮,xiàng pí,,,名,用橡胶等制成的文具，能擦去铅笔画的痕迹,用橡皮擦掉错字｜他买了块新橡皮,Eraser
14678,2,橡皮,xiàng pí,,,名,硫化橡胶的俗称,轮胎是用橡皮做的｜橡皮管很有弹性,Rubber (material)
14679,1,颠覆,diān fù,,,动,用阴谋手段推翻（合法政权）,防止敌人的颠覆破坏活动。,Overthrow; subvert (a legitimate government)
14679,2,颠覆,diān fù,,,动,倾覆；翻倒,列车出轨颠覆,Overturn; capsize
14680,1,刮目相看,guā mù xiāng kàn,,,,擦亮眼睛看待变化了的人或事，表示不能再用老眼光看待,他的进步令人刮目相看｜别总用老眼光看人，要刮目相看,View somebody in a new light; treat with increased respect
14681,1,下行,xià xíng,,,动,（公文）由上级发向下级,公文下行｜下行文,Issued to lower levels (of documents)
14681,2,下行,xià xíng,,,动,我国铁路部门规定，列车行驶方向跟上行相反的叫下行，编号使用奇数,这趟列车是下行方向｜下行列车使用单号,Down direction (railway designation)
14681,3,下行,xià xíng,,,动,船从上游往下游行驶；从高处往低处行进,下行船,Go downstream; descend
14682,1,暴动,bào dòng,,,动,为反抗当时的政权和政治制度而采取集体武装行动,秋收暴动,Insurrection; riot
14683,1,冷汗,lěng hàn,,,名,由于惊恐或生病等原因出的汗。因出汗时手足冰凉，全身发冷，故称,吓得我出了一身冷汗｜他病得直冒冷汗,Cold sweat
14684,1,糖果,táng guǒ,,,名,糖制食品。以食糖或饴糖为主要原料，多加入油脂、乳制品、果汁、香料、食用色素等。花色品种很多,孩子爱吃各种糖果｜糖果店品种很多,Candy; sweets
14685,1,溶液,róng yè,,,名,两种或两种以上不同物质所组成的均匀混合体系。按状态分为固态的，如铜镍合金；液态的，如盐水；气态的，如空气。通常指液态溶液,盐水是一种溶液｜化学实验需要溶液,Solution (liquid)
14686,1,汇编,huì biān,,,动,把资料或文章等编辑到一起,汇编资料｜文件汇编成册,Compile; edit together
14686,2,汇编,huì biān,,,名,编辑到一起的文献资料,会议文件汇编｜查阅汇编,Compilation; collection
14687,1,发力,fā lì,,,动,把聚集的力量集中使出来,我队再次发力，一举摘得桂冠｜政府发力，促进民间投资。,Exert strength; apply force
14688,1,分赴,fēn fù,,,动,分头前往,慰问团分赴各灾区。,Go separately to
14690,1,营业员,yíng yè yuán,,,名,商业部门担任销售和收购工作的人员的统称,营业员热情接待顾客｜她是商场营业员,Shop assistant; salesclerk
14691,1,板球,bǎn qiú,,,名,球类运动项目，球皮用红色皮革制成，内塞软木芯。球棒木制，扁形似船桨。比赛方法与棒球相似,板球在英国很流行｜他喜欢打板球,Cricket (sport)
14691,2,板球,bǎn qiú,,,名,指板球运动使用的球,板球是红色的｜这个板球很新,Cricket ball
14692,1,入主,rù zhǔ,,,动,侵入并统治,入主中原,Invade and rule
14693,1,税额,shuì é,,,名,应缴纳的税款或实物的数额,本月税额有所增加｜要按时缴纳税额,Tax amount; amount of tax
14694,1,患难,huàn nàn,,,名,忧患和灾难,同甘苦，共患难,Trials and tribulations
14694,2,患难,huàn nàn,,,动,经历患难,他患难时，孩子才五岁。,Experience trials and tribulations
14695,1,正文,zhèng wén,,,名,著作的主体部分,正文部分很精彩｜请仔细阅读正文,Main text; body text
14696,1,来使,lái shǐ,,,名,被派来的负有使命的人,接待来使,Messenger; emissary
14697,1,不妙,bù miào,,,形,不好（多指情况变坏）,形势不妙｜前景不妙,Not good; ominous (often of a situation worsening)
14698,1,真假,zhēn jiǎ,,,名,真的和假的,真假难分,True and false
14699,1,赛制,sài zhì,,,名,比赛的制度和具体规则，如循环赛制、五局三胜赛制等,比赛采用循环赛制｜新赛制更加公平,Competition system; tournament format
14700,1,巨著,jù zhù,,,名,篇幅大，内容丰富、思想深刻的著作,《红楼梦》是一部古典小说巨著。,Monumental work; great book
14701,1,乳房,rǔ fáng,,,名,人和哺乳动物所特有的哺乳器官,婴儿在吸吮乳房｜乳房需要定期检查,Breast (anatomy)
14702,1,饶有,ráo yǒu,,,动,多有；颇有,饶有情趣｜饶有兴致,Abound in; be rich in
14703,1,队列,duì liè,,,名,队伍的行列,队列整齐,Formation; queue
14704,1,桂花,guì huā,,,名,常绿灌木或小乔木，花也叫桂花，极香，可提取芳香油或做香料。常见的有金桂（花橙黄色）、丹桂（花橘红色）、银桂（花黄白色）和四季桂（花黄白色）等,桂花香气扑鼻｜院子里种着桂花树,Osmanthus (tree and flower)
14705,1,方面军,fāng miàn jūn,,,名,负担一个战略方面作战任务的军队编组。下辖若干集团军或军。如中国工农红军第一方面军、第二方面军、第四方面军,方面军由多个军团组成｜他是方面军司令,Front army (military formation)
14706,1,提速,tí sù,,,动,提高运行速度,火车提速｜互联网扩容提速,Increase speed; accelerate
14707,1,前排,qián pái,,,名,指多排的横队、座位等前面的一排或几排,请坐到前排来｜前排视野很好,Front row
14708,1,咀嚼,jǔ jué,,,动,把食物嚼（jiáo）碎,咀嚼食物,Chew; masticate
14708,2,咀嚼,jǔ jué,,,动,比喻对事物反复揣摩、体会,咀嚼文义｜他咀嚼着队长刚才那番话的含意。,Mull over; ponder
14709,1,谈笑,tán xiào,,,动,说笑；有说有笑,谈笑自如,Talk and laugh; chat cheerfully
14710,1,位子,wèi zi,,,名,座位,这个位子有人吗｜请给我留个位子,Seat
14710,2,位子,wèi zi,,,名,借指职位,他得到了经理的位子｜这个位子很重要,Position; post
14712,1,地下室,dì xià shì,,,名,一半左右或全部建筑在地面以下的楼层或房间,地下室有些潮湿｜他把杂物放在地下室,Basement; cellar
14713,1,两用,liǎng yòng,,,动,有两种用途,这种车可以客货两用｜军地两用人才,Dual-purpose; have two uses
14714,1,劫机,jié jī,,,动,劫持飞机,警方成功阻止了劫机｜劫机是严重犯罪,Hijack an aircraft
14715,1,小鬼,xiǎo guǐ,,,名,对小孩儿的亲昵称呼,这小鬼挺机灵,Little devil (affectionate term for a child)
14715,2,小鬼,xiǎo guǐ,,,名,迷信指地位低下的鬼,传说山洞里有小鬼｜小鬼在夜间出没,Minor demon (supernatural being)
14716,1,可卡因,kě kǎ yīn,,,名,英语 cocaine 音译。一种从古柯叶中提取的生物碱。白色结晶状粉末。有收缩血管的作用，可用于局部麻醉。经常摄入后能上瘾。,可卡因是一种毒品。｜他因吸食可卡因而被捕。,Cocaine
14717,1,下意识,xià yì shí,,,名,心理学指由一定条件引起的无意识的心理反应,他下意识地躲开了｜这是下意识反应,Subconscious
14719,1,迷失,mí shī,,,动,分辨不清（方向、道路等）,迷失方向,Lose one's way
14720,1,虚荣,xū róng,,,名,表面上的荣耀,不要追求虚荣,Vanity
14721,1,依附,yī fù,,,动,投靠；从属,依附权势｜依附于他人,Attach oneself to
14721,2,依附,yī fù,,,动,附着,爬山虎依附墙壁生长。,Adhere
14723,1,少不了,shǎo bu liǎo,,,动,免不了,有求于人，少不了要多说几句好话。,Cannot avoid
14723,2,少不了,shǎo bu liǎo,,,动,不会缺少,发奖金少不了你,Cannot lack
14723,3,少不了,shǎo bu liǎo,,,动,估计不会少,去参观的人一定少不了。,Unlikely to be few
14724,1,礼服,lǐ fú,,,名,在庄重的社交和礼仪场合中穿用的服装,晚宴要穿礼服｜她买了件新礼服,Formal attire
14725,1,相逢,xiāng féng,,,动,相互遇见,相逢相识是缘分,Meet
14727,1,黑影,hēi yǐng,,,名,影子；黑色的身影,墙角有个黑影｜黑影一闪而过,Black shadow
14728,1,数值,shù zhí,,,名,"用数目表示出来的一个量的多少，就是这个量的数值。如5米的“5”,9千克的“9”",这个数值很重要｜请记录实验数值,Numerical value
14729,1,寻呼,xún hū,,,动,（通过无线通信台）寻找呼叫,寻呼机已经过时｜他在寻呼朋友,Page
14730,1,外伤,wài shāng,,,名,受到外力打击、碰撞或烫、烧等造成的外部损伤（跟“内伤”相区别）,他受了点外伤｜外伤需要及时处理,External injury
14732,1,属下,shǔ xià,,,名,部下,他是我的属下｜属下都很尊敬他,Subordinate
14733,1,批复,pī fù,,,动,对下级的请示、报告批示答复,对请示的问题要及时批复。,Give an official written reply
14733,2,批复,pī fù,,,名,对下级的请示、报告所作的批示答复,批复已下达,Official written reply
14734,1,亲吻,qīn wěn,,,动,为表示亲热或喜爱而用嘴唇接触（人或物）,她抱起孩子亲吻个不停。,Kiss
14735,1,定型,dìng xíng,,,动,事物的形态、特点等形成并固定下来,产品已经定型,Take final shape
14735,2,定型,dìng xíng,,,形,形式、型号固定的,定型产品,Fixed type
14736,1,就餐,jiù cān,,,动,去吃饭,按时就餐,Dine
14737,1,米饭,mǐ fàn,,,名,用大米做成的饭,米饭已经煮熟了｜他爱吃米饭,Cooked rice
14738,1,顶端,dǐng duān,,,名,物体顶上的部分,高楼顶端装有避雷针。,Top
14738,2,顶端,dǐng duān,,,名,物体的尽头或末尾,步行到丁字街的顶端。,End
14739,1,主权国,zhǔ quán guó,,,名,不从属于任何国家，也不受任何国家操纵而独立行使自己主权的国家,中国是主权国｜主权国地位不容侵犯,Sovereign state
14740,1,背包,bēi bāo,,,名,有背（bēi）带、可以背（bēi）在背（bèi）上的包儿，多在行军或外出时使用。,他背着背包旅行｜背包里装满了书,Backpack
14741,1,漂流,piāo liú,,,动,浮在水面，随水流动,江面上漂流着许多油污。,Drift
14741,2,漂流,piāo liú,,,动,【漂泊】比喻生活不安定，四处奔走，居无定所,漂流他乡,Drift about
14741,3,漂流,piāo liú,,,动,乘小船、皮筏等在激流中顺流而下，现多作为水上游乐项目,我们在峡谷漂流｜漂流很刺激,Raft
14742,1,共同市场,gòng tóng shì chǎng,,,,若干贸易国之间为了共同的经济利益而组成的相互合作的统一市场,欧盟是共同市场｜共同市场促进贸易,Common market
14742,2,共同市场,gòng tóng shì chǎng,,,,特指欧洲共同市场，即欧洲经济共同体,英国曾加入共同市场｜共同市场不断发展,European Common Market
14743,1,落网,luò wǎng,,,动,比喻罪犯被抓获,罪犯终于落网,Be caught
14744,1,报废,bào fèi,,,动,设备、产品、器物等因不合格或不能继续使用而当成废品处理,汽车报废,Scrap
14746,1,任重道远,rèn zhòng dào yuǎn,,,,担子沉重，路程遥远。比喻责任重大，需要长期奋斗,教育工作者任重道远｜这项任务任重道远,The burden is heavy and the road is long
14747,1,甜头,tián tou,,,名,稍甜的味道；比喻好处、利益,这个瓜有甜头｜尝到坚持体育锻炼的甜头儿。,Sweet taste
14748,1,农垦,nóng kěn,,,动,开垦荒地，进行农耕,经过农垦开发，这里已成为产粮基地。,Reclaim wasteland for farming
14749,1,月饼,yuè bing,,,名,中秋节应时食品。圆形有馅，取团圆的意思,中秋节要吃月饼｜月饼口味很多,Mooncake
14750,1,晃动,huàng dòng,,,动,摇晃；摇摆,旗杆有点儿晃动,Sway
14751,1,激荡,jī dàng,,,动,受冲击而动荡,歌声在峡谷激荡｜激情在心中激荡,Surge
14751,2,激荡,jī dàng,,,动,冲击使震荡,浪花激荡着岩石｜他的话激荡人心,Agitate
14752,1,活活,huó huó,,,副,表示在活的状态下（遭受某种不幸）,活活烧死｜活活轧死,While still alive
14752,2,活活,huó huó,,,副,简直；完全,他扮演的武松，活活就是个真武松。,Simply
14752,3,活活,huó huó,,,形,有生命的；充满生机的,活活的一条鱼，怎么一会儿就死了?,Alive
14753,1,彬彬,bīn bīn,,,形,形容文雅的样子,文质彬彬,Refined
14754,1,兄妹,xiōng mèi,,,名,哥哥和妹妹,他们是一对兄妹｜兄妹感情很好,Brother and sister
14755,1,交换机,jiāo huàn jī,,,名,设在各电话用户之间、按通话人要求接通电话的机器，分人工操作和自动接通两种。现多使用自动接通的,交换机正在升级｜这台交换机很先进,Switchboard
14756,1,敌方,dí fāng,,,名,敌对的一方；敌人方面,敌方情报｜敌方阵地｜敌方间谍,Enemy side
14758,1,装卸,zhuāng xiè,,,动,装货卸货,自动化装卸,Load and unload
14758,2,装卸,zhuāng xiè,,,动,装配和拆卸,懂得机器的装卸和维修。,Assemble and disassemble
14759,1,辛劳,xīn láo,,,形,辛苦劳累,一生辛劳,Hardworking
14760,1,任凭,rèn píng,,,连,不论；不管,任凭你怎么说，他就是不动心。,No matter
14760,2,任凭,rèn píng,,,连,即使,任凭天气再不好，我们也要把物资运出去。,Even if
14760,3,任凭,rèn píng,,,动,听凭；听任,这几项工作任凭你选择。,Allow
14761,1,忠告,zhōng gào,,,名,诚恳劝告的话,记住他的忠告,Sincere advice
14761,2,忠告,zhōng gào,,,动,诚恳地劝告,忠告失足青年,Advise sincerely
14763,1,至深,zhì shēn,,,形,最深厚；最深刻,交情至深｜影响至深,Deepest
14764,1,童心,tóng xīn,,,名,儿童天真纯朴的心理；像儿童一样天真纯朴的心理,童心未泯,Childlike innocence
14765,1,党报,dǎng bào,,,名,政党的机关报，用来宣传政党的路线、纲领和方针、政策；特指中共中央和中共各地党委的机关报，如《人民日报》《北京日报》等,党报要传达党的声音｜他每天读党报,Party newspaper
14766,1,形容词,xíng róng cí,,,名,表示人或事物的形状、性质以及动作、行为的状态的词。如“高”、“好”、“勇敢”、“坚强”、“通红”等,"""美丽""是形容词｜形容词可以修饰名词",Adjective
14767,1,节节,jié jié,,,量,量词重叠，表示动作行为一段接一段地（进行）,节节败退｜产量节节上升,Section by section
14768,1,举人,jǔ rén,,,名,明清两代科举考试中，称乡试考取的人,他考中了举人｜举人可以参加会试,Provincial graduate
14769,1,平局,píng jú,,,名,球类或棋类比赛中出现的不分胜负的局面；和局,双方打成平局,Draw
14772,1,输血,shū xuè,,,动,把健康人的血液输入患者体内,医生正在给他输血｜输血救了她的命,Transfuse blood
14773,1,武士,wǔ shì,,,名,古代的宫廷卫士,武士守卫着宫殿｜武士手持长戟,Palace guard
14773,2,武士,wǔ shì,,,名,勇猛有力的人；习武的人,他是位真正的武士｜武士精神值得学习,Warrior
14774,1,同前,tóng qián,,,动,与前面（文字、内容等）相同,书写格式同前,Same as above
14775,1,影展,yǐng zhǎn,,,名,电影展览,这个影展很精彩｜我们去看了影展,Film exhibition
14775,2,影展,yǐng zhǎn,,,名,摄影展览,摄影影展很受欢迎｜他的作品参加影展,Photography exhibition
14777,1,超人,chāo rén,,,名,指精神与肉体上都具有非凡力量的人，能够完成普通人所不可能完成的事业。德国哲学家尼采曾宣扬超人是可以为所欲为的人，是历史的创造者，平常人只是超人的工具,他像是超人般能干｜超人有非凡能力,Superman
14777,2,超人,chāo rén,,,动,（能力、智力等）超出众人,智力超人,Surpass others
14778,1,连冠,lián guàn,,,动,连续获得冠军,中国女排曾获得五连冠的辉煌战绩。,Win consecutive championships
14779,1,主旨,zhǔ zhǐ,,,名,主要的思想或宗旨,会议的主旨｜这次参赛以锻炼队伍为主旨。,Main idea
14780,1,三七,sān qī,,,名,多年生草本植物，掌状复叶，花淡黄绿色。根肉质，纺锤形，含多种皂苷，可以做药材,三七是珍贵药材｜他种植三七,Pseudoginseng
14781,1,维新,wéi xīn,,,动,改变旧的，实行新的。一般指政治上的改良,变法维新｜维新运动,Reform
14782,1,缴税,jiǎo shuì,,,动,缴纳税款,纳税人应主动缴税。,Pay taxes
14785,1,免遭,miǎn zāo,,,动,免受,他免遭了这次灾难｜措施让群众免遭损失,Avoid suffering
14787,1,巨龙,jù lóng,,,名,巨大的龙（多用于比喻）,东方巨龙｜巨龙腾飞,Giant dragon
14788,1,卫生院,wèi shēng yuàn,,,名,基层医疗卫生机构，主要负责所在地区的医疗、防疫工作,卫生院在村子东头｜他去卫生院看病,Health center
14789,1,琳琅满目,lín láng mǎn mù,,,形,形容眼前美好的东西很多,商品琳琅满目｜展品琳琅满目,A feast for the eyes
14791,1,硅谷,guī gǔ,,,名,美国新兴的高新技术产业的中心，位于旧金山附近。因电子工业的基本材料是硅，又地处两山之间，故称,硅谷是科技中心｜他在硅谷工作,Silicon Valley
14792,1,还本,huán běn,,,动,归还所借款的本金,国债到期还本付息。,Repay capital
14793,1,难能可贵,nán néng kě guì,,,,不容易做到的事居然做到了，值得珍视,他的诚实难能可贵｜这种精神难能可贵,Commendable
14794,1,下世,xià shì,,,名,来世；下辈子,希望下世再相见｜他相信有下世,Next life
14794,2,下世,xià shì,,,动,死亡,老人已于昨日下世｜他下世时很安详,Pass away
14796,1,佼佼者,jiǎo jiǎo zhě,,,名,超出一般水平的人,她是剧团里的佼佼者。,Outstanding person
14797,1,勋爵,xūn jué,,,名,英国贵族的一种名誉头衔，国王授予，可以世袭；后也用于对英国贵族的尊称,他被封为勋爵｜勋爵地位很高,Lord
14798,1,划拨,huà bō,,,动,（账目、款项等）从某一单位或户头转到另一单位或户头上,货款由银行划拨到你们账号上。,Transfer
14798,2,划拨,huà bō,,,动,分配并拨给（财物等）,划拨粮食｜建材已经划拨到工地了。,Allocate
14799,1,开拍,kāi pāi,,,动,（影视片）开始拍摄,外景已经开拍,Start shooting
14799,2,开拍,kāi pāi,,,动,开始拍卖,这件拍品明天开拍。,Start auctioning
14800,1,徒劳,tú láo,,,动,白费力气,徒劳无益,Labor in vain
14801,1,挨打,ái dǎ,,,动,被打；比喻遭受批评或处罚,《红楼梦》中有宝玉挨打一节｜我没把这事做好，甘愿挨打◇落后就会挨打。,Take a beating
14802,1,公诉,gōng sù,,,动,在刑事诉讼中，由检察机关代表国家为追究被告人的刑事责任而向法院提起诉讼（跟“自诉”相对）,检察院提起公诉｜案件进入公诉程序,Public prosecution
14803,1,石刻,shí kè,,,名,刻着文字、图画的石碑或石壁,摩崖石刻,Stone inscription
14803,2,石刻,shí kè,,,名,刻在碑碣上的文字、图画,这些石刻很珍贵｜石刻保存完好,Inscription on a stone tablet
14804,1,自相,zì xiāng,,,副,用在双音节动词前，表示动作行为是在自己跟自己或同类跟同类之间进行的,自相安慰｜自相残杀,Mutually
14805,1,簇拥,cù yōng,,,动,（很多人）团团围着,同学们簇拥着长跑冠军，请他签名留念。,Cluster around
14806,1,宝玉,bǎo yù,,,名,珍贵的玉石,这块宝玉价值连城｜他收藏了一块宝玉,Precious jade
14807,1,园地,yuán dì,,,名,种植蔬菜、花卉或果树等的田地的统称,农科所的实验园地。,Garden plot
14807,2,园地,yuán dì,,,名,比喻开展某种活动的处所或范围,学习园地｜群众文化活动园地｜学术园地,garden plot; a place or scope for certain activities
14808,1,宰杀,zǎi shā,,,动,屠宰；杀（家禽、牲畜等）,宰杀猪羊,"slaughter; kill (poultry, livestock, etc.)"
14809,1,包子,bāo zi,,,名,一种面食。多用发面做皮，里边包着馅儿,肉包子很好吃｜早餐吃了两个包子,baozi; a steamed bun with filling
14810,1,寓所,yù suǒ,,,名,居住的处所,他的寓所很整洁｜这是他的临时寓所,residence; dwelling place
14815,1,跳高,tiào gāo,,,名,指这种田径运动项目,跳高是他的强项｜他参加了跳高比赛,high jump; the track and field event
14815,2,跳高,tiào gāo,,,动,运动员按规则经助跑后越过横杆，以所跳的高度决定名次,他跳高过了两米｜运动员正在跳高,"high jump; to jump over a bar after a run-up, with ranking determined by height cleared"
14816,1,项链,xiàng liàn,,,名,套在颈项上垂挂胸前的链形首饰，多用金银珠宝制作,她戴着珍珠项链｜项链很漂亮,"necklace; a chain-shaped ornament worn around the neck, often made of gold, silver, or jewels"
14817,1,紧迫性,jǐn pò xìng,,,名,时间紧迫的性质,必须充分认识反腐败斗争的紧迫性和长期性。,urgency; the quality of being time-critical
14818,1,换言之,huàn yán zhī,,,,换句话说,换言之，我们需要改变｜换言之，就是这样,in other words
14819,1,年节,nián jié,,,名,一般指农历春节前后的几天,年节气氛很热闹｜年节期间要放假,New Year period; generally refers to the days around the Lunar New Year
14820,1,言谈,yán tán,,,名,说话的内容和态度,言谈得体,speech; content and manner of speaking
14820,2,言谈,yán tán,,,动,交谈；说话,不善言谈｜言谈风雅,talk; converse; speak
14821,1,准将,zhǔn jiàng,,,名,军衔级别名称。比少将低一级。我国现行军衔制未设准将军衔。,他晋升为准将｜准将是高级军官,"brigadier general; a military rank below major general, not used in China's current system"
14822,1,士人,shì rén,,,名,旧时指读书人,古代士人重视科举｜他是位有学问的士人,scholar; educated person in old times
14823,1,无为,wú wéi,,,动,无所作为,平庸无为的干部不应该起用｜碌碌无为,do nothing; be inactive
14823,2,无为,wú wéi,,,动,〈文〉道家指顺应自然变化，不必主动作为,处无为之事，行不言之教。,non-action (Daoism); follow natural changes without active intervention
14823,3,无为,wú wéi,,,动,〈文〉儒家指以德政感化人民，不施行刑治,无为而治者，其舜也与?,non-action (Confucianism); govern by moral influence without punishment
14824,1,内衣,nèi yī,,,名,贴身穿的衣服。如汗衫、衬裤等,内衣要勤换洗｜她买了新内衣,"underwear; clothes worn next to the skin, e.g., undershirts, underpants"
14825,1,大全,dà quán,,,名,内容齐全、信息完备的事物（多用于书籍、资料等）,《民间医方大全》。,complete works; comprehensive collection (often of books or materials)
14827,1,探寻,tàn xún,,,动,探访寻求,探寻地下宝藏｜探寻人生价值,search for; seek out
14828,1,南面,nán miàn,,,名,往南的某一位置；靠南的一面,房间南面有窗户｜南面阳光充足,south side; the southern part or direction
14828,2,南面,nán miàn,,,动,〈文〉面向南方,南面为王（古代以面向南为尊位，所以把登上帝位称为南面为王）。,face south (literary)
14830,1,石器时代,shí qì shí dài,,,,考古学指人类历史最早的一个时代，从有人类起到青铜器出现止约二三百万年。这个时期人类使用的生产工具以石器为主。按制造石器的进步程度，一般又分为旧石器时代、中石器时代和新石器时代,石器时代很漫长｜人类经历过石器时代,"Stone Age; the earliest era in human history, characterized by stone tool use"
14831,1,色调,sè diào,,,名,画面或场景中为表现思想感情所使用的或深或浅、或明或暗、或冷或暖的色彩所形成的整体效果,画面色调很温暖｜色调搭配很和谐,tone; overall color effect in a scene or painting
14831,2,色调,sè diào,,,名,比喻文学作品中思想感情的倾向,欢快的色调,tone; ideological or emotional tendency in literature
14832,1,甘蔗,gān zhe,,,名,一年或多年生草本植物，茎圆柱形，有节，表皮光滑。茎也叫甘蔗，多汁而甜，可生吃，是制糖的重要原料,甘蔗可以榨糖｜他喜欢吃甘蔗,"sugarcane; a tall grass with sweet, juicy stems used for sugar production"
